epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
105,9940.99,1.08157,0.4963,1.12263,0.95796,0.91953,0.97185,0.66452,1.18466,0.4958,1.30788,0.0089704,0.0089704,0.0089704
106,10035.4,1.07663,0.49536,1.12567,0.95429,0.92327,0.97198,0.66146,1.19449,0.49853,1.3137,0.0089605,0.0089605,0.0089605
107,10129.1,1.07656,0.4948,1.12488,0.95578,0.9211,0.97299,0.66282,1.19407,0.49511,1.31636,0.0089506,0.0089506,0.0089506
108,10223,1.07343,0.49052,1.12134,0.95672,0.9199,0.9726,0.6638,1.18815,0.49529,1.31353,0.0089407,0.0089407,0.0089407
109,10316.7,1.07769,0.49062,1.12145,0.95646,0.92098,0.97259,0.66498,1.18754,0.49201,1.31554,0.0089308,0.0089308,0.0089308
110,10410.4,1.07235,0.4866,1.1163,0.96295,0.9142,0.97267,0.66639,1.18562,0.49259,1.31361,0.0089209,0.0089209,0.0089209
111,10504.2,1.07672,0.49349,1.12255,0.95056,0.92403,0.97164,0.66734,1.18434,0.49428,1.31298,0.008911,0.008911,0.008911
112,10598.2,1.07115,0.48803,1.1201,0.95787,0.92021,0.97216,0.67058,1.17579,0.48904,1.30807,0.0089011,0.0089011,0.0089011
113,10692,1.06984,0.48554,1.1189,0.95928,0.91941,0.97176,0.66785,1.17994,0.49034,1.31183,0.0088912,0.0088912,0.0088912
114,10786,1.06744,0.48564,1.11989,0.95831,0.91932,0.97193,0.66728,1.18105,0.48978,1.31431,0.0088813,0.0088813,0.0088813
115,10879.9,1.07041,0.48944,1.12071,0.95845,0.91975,0.97208,0.66713,1.1795,0.48763,1.31508,0.0088714,0.0088714,0.0088714
116,10973.9,1.07142,0.4882,1.11939,0.95595,0.92315,0.97204,0.66682,1.18032,0.48754,1.3135,0.0088615,0.0088615,0.0088615
117,11067.7,1.06821,0.48995,1.11759,0.95541,0.92424,0.97289,0.66953,1.17649,0.48631,1.30704,0.0088516,0.0088516,0.0088516
118,11161.6,1.06448,0.48492,1.11941,0.95852,0.92122,0.97326,0.66916,1.17536,0.48448,1.3081,0.0088417,0.0088417,0.0088417
119,11255.6,1.0633,0.48444,1.11628,0.96003,0.92026,0.97356,0.66854,1.17622,0.48301,1.30874,0.0088318,0.0088318,0.0088318
120,11349.6,1.06082,0.485,1.11673,0.95876,0.92207,0.97359,0.6694,1.17471,0.48094,1.30771,0.0088219,0.0088219,0.0088219
121,11443.8,1.06033,0.48104,1.12299,0.96035,0.91906,0.97281,0.66941,1.17631,0.48078,1.3122,0.008812,0.008812,0.008812
122,11537.7,1.06508,0.48185,1.12004,0.95921,0.91785,0.97284,0.66906,1.17618,0.4818,1.31301,0.0088021,0.0088021,0.0088021
123,11631.6,1.06051,0.47953,1.11947,0.9598,0.91739,0.97244,0.66941,1.17383,0.48087,1.31385,0.0087922,0.0087922,0.0087922
124,11725.6,1.06,0.47846,1.11837,0.96032,0.91821,0.97239,0.6695,1.17264,0.48069,1.31431,0.0087823,0.0087823,0.0087823
125,11819.9,1.06403,0.48252,1.12445,0.95826,0.91817,0.97274,0.66935,1.17299,0.4814,1.31559,0.0087724,0.0087724,0.0087724
126,11913.9,1.06228,0.48178,1.11835,0.95971,0.91818,0.97285,0.66886,1.17396,0.48157,1.31613,0.0087625,0.0087625,0.0087625
127,12007.8,1.06239,0.48524,1.11888,0.96013,0.91663,0.97287,0.66932,1.17431,0.48219,1.3181,0.0087526,0.0087526,0.0087526
128,12101.8,1.0612,0.48318,1.11435,0.95823,0.91737,0.97246,0.6687,1.1739,0.48313,1.31668,0.0087427,0.0087427,0.0087427
129,12195.7,1.06135,0.48113,1.1216,0.9582,0.91653,0.97199,0.66946,1.17218,0.4827,1.31687,0.0087328,0.0087328,0.0087328
130,12289.8,1.05227,0.47517,1.11115,0.95664,0.91954,0.97183,0.66901,1.17199,0.48309,1.31684,0.0087229,0.0087229,0.0087229
131,12383.8,1.04823,0.47547,1.11078,0.95091,0.92404,0.9721,0.67003,1.17177,0.48313,1.31668,0.008713,0.008713,0.008713
132,12477.8,1.06024,0.48364,1.11864,0.95075,0.92317,0.97178,0.6696,1.17093,0.48346,1.31625,0.0087031,0.0087031,0.0087031
133,12571.8,1.05464,0.4804,1.11718,0.95011,0.9245,0.97186,0.66947,1.17118,0.48318,1.31669,0.0086932,0.0086932,0.0086932
134,12665.9,1.05205,0.47635,1.11225,0.95116,0.9243,0.97193,0.66941,1.17114,0.48231,1.31668,0.0086833,0.0086833,0.0086833
135,12760,1.0521,0.47868,1.11205,0.95332,0.92246,0.97211,0.67004,1.16913,0.48183,1.31485,0.0086734,0.0086734,0.0086734
136,12854.1,1.05541,0.47455,1.117,0.95474,0.9205,0.97221,0.67124,1.1662,0.48136,1.31337,0.0086635,0.0086635,0.0086635
137,12948.4,1.05301,0.47787,1.11352,0.95404,0.92279,0.97236,0.67162,1.16552,0.48044,1.3132,0.0086536,0.0086536,0.0086536
138,13042.3,1.04488,0.47153,1.11001,0.95312,0.92363,0.97266,0.67143,1.16787,0.4808,1.31507,0.0086437,0.0086437,0.0086437
139,13136.3,1.04902,0.47671,1.11514,0.95766,0.92002,0.97268,0.67112,1.17008,0.48151,1.31658,0.0086338,0.0086338,0.0086338
140,13230.2,1.05409,0.47722,1.11514,0.95703,0.92009,0.97274,0.67136,1.16986,0.48162,1.31598,0.0086239,0.0086239,0.0086239
141,13324.1,1.05168,0.47541,1.11384,0.95714,0.91997,0.97278,0.67139,1.16958,0.48156,1.3159,0.008614,0.008614,0.008614
142,13418.2,1.04307,0.47384,1.10421,0.95831,0.91916,0.97277,0.6718,1.16956,0.48153,1.3152,0.0086041,0.0086041,0.0086041
143,13512.1,1.04973,0.47901,1.10987,0.95855,0.91906,0.97299,0.67208,1.16883,0.48143,1.31417,0.0085942,0.0085942,0.0085942
144,13606,1.04775,0.4749,1.10392,0.95772,0.91978,0.97279,0.67169,1.17069,0.48185,1.3151,0.0085843,0.0085843,0.0085843
145,13700,1.04753,0.47612,1.1146,0.95514,0.92122,0.9728,0.67146,1.17137,0.48211,1.31626,0.0085744,0.0085744,0.0085744
146,13793.8,1.04465,0.47723,1.10801,0.95555,0.92185,0.97282,0.67124,1.17241,0.48171,1.3161,0.0085645,0.0085645,0.0085645
147,13887.6,1.0434,0.47422,1.11061,0.95555,0.92195,0.97278,0.67151,1.17225,0.48211,1.3155,0.0085546,0.0085546,0.0085546
148,13981.7,1.04263,0.47386,1.11145,0.95337,0.92532,0.97286,0.67128,1.17278,0.48205,1.31569,0.0085447,0.0085447,0.0085447
149,14075.6,1.04627,0.47377,1.11373,0.95057,0.92664,0.97271,0.67106,1.17283,0.48211,1.31612,0.0085348,0.0085348,0.0085348
150,14169.5,1.03934,0.47005,1.10671,0.9512,0.92761,0.97257,0.67157,1.17131,0.48158,1.31537,0.0085249,0.0085249,0.0085249
151,14263.4,1.03755,0.47106,1.0974,0.95104,0.92761,0.97269,0.67172,1.17151,0.48135,1.31464,0.008515,0.008515,0.008515
152,14357.3,1.03905,0.47036,1.10732,0.95062,0.92821,0.97267,0.67164,1.17209,0.48133,1.315,0.0085051,0.0085051,0.0085051
153,14451.6,1.03893,0.47393,1.1093,0.95146,0.92821,0.97282,0.67148,1.17255,0.4813,1.31522,0.0084952,0.0084952,0.0084952
154,14545.7,1.03707,0.46909,1.1043,0.95266,0.92761,0.97294,0.67172,1.17193,0.48062,1.31464,0.0084853,0.0084853,0.0084853
155,14639.7,1.0338,0.46834,1.09983,0.95368,0.92756,0.97297,0.67196,1.17168,0.48048,1.3145,0.0084754,0.0084754,0.0084754
156,14733.7,1.03968,0.46941,1.10441,0.95368,0.92743,0.97308,0.6722,1.17142,0.48056,1.31412,0.0084655,0.0084655,0.0084655
157,14828,1.03237,0.46917,1.10292,0.95391,0.92737,0.97298,0.67258,1.17053,0.48036,1.31325,0.0084556,0.0084556,0.0084556
158,14921.9,1.03157,0.46805,1.10865,0.95386,0.92761,0.97298,0.67299,1.16992,0.48036,1.31317,0.0084457,0.0084457,0.0084457
159,15015.8,1.04026,0.46996,1.10732,0.95361,0.92676,0.97276,0.67307,1.17014,0.48036,1.31361,0.0084358,0.0084358,0.0084358
160,15109.7,1.03706,0.46875,1.10517,0.95365,0.92683,0.97257,0.67253,1.17049,0.4804,1.31369,0.0084259,0.0084259,0.0084259
161,15203.6,1.0308,0.46431,1.10397,0.95356,0.92773,0.97254,0.67226,1.17102,0.48033,1.31413,0.008416,0.008416,0.008416
162,15297.3,1.03143,0.4671,1.10563,0.95412,0.92761,0.97266,0.67228,1.17123,0.48004,1.31459,0.0084061,0.0084061,0.0084061
163,15391.1,1.03391,0.46735,1.1023,0.95406,0.92803,0.97288,0.67259,1.17117,0.47957,1.31453,0.0083962,0.0083962,0.0083962
164,15485,1.03176,0.4669,1.10592,0.95404,0.9276,0.9726,0.67261,1.17127,0.47942,1.31472,0.0083863,0.0083863,0.0083863
165,15578.8,1.03263,0.46788,1.10671,0.95302,0.92862,0.97255,0.67256,1.17144,0.47928,1.31539,0.0083764,0.0083764,0.0083764
166,15672.7,1.03306,0.46756,1.10776,0.95451,0.92713,0.97252,0.67268,1.1717,0.47909,1.31582,0.0083665,0.0083665,0.0083665
167,15766.5,1.02733,0.4626,1.10606,0.95368,0.92762,0.97265,0.67272,1.17239,0.47893,1.3163,0.0083566,0.0083566,0.0083566
168,15860.2,1.02855,0.46352,1.1092,0.95346,0.92787,0.97254,0.67242,1.17325,0.47916,1.3171,0.0083467,0.0083467,0.0083467
169,15954.2,1.03118,0.46528,1.10913,0.952,0.92924,0.97254,0.67245,1.17335,0.47888,1.31761,0.0083368,0.0083368,0.0083368
170,16048.1,1.03612,0.46684,1.10994,0.95272,0.92917,0.97276,0.6726,1.17327,0.47871,1.31779,0.0083269,0.0083269,0.0083269
171,16142,1.02336,0.46216,1.10262,0.95368,0.92821,0.97294,0.67304,1.17271,0.47856,1.31765,0.008317,0.008317,0.008317
172,16235.9,1.02486,0.46445,1.10108,0.95361,0.92857,0.97311,0.67283,1.17284,0.47843,1.31787,0.0083071,0.0083071,0.0083071
173,16329.7,1.025,0.46137,1.10207,0.9531,0.92785,0.9729,0.67337,1.17265,0.47838,1.31808,0.0082972,0.0082972,0.0082972
174,16423.7,1.0199,0.46264,1.10173,0.95246,0.92797,0.97296,0.67361,1.1729,0.47842,1.31842,0.0082873,0.0082873,0.0082873
175,16517.5,1.02022,0.45776,1.09882,0.95349,0.92725,0.97272,0.67377,1.17289,0.47867,1.31846,0.0082774,0.0082774,0.0082774
176,16611.2,1.02121,0.45878,1.09753,0.95385,0.92604,0.97255,0.6736,1.1727,0.47848,1.31876,0.0082675,0.0082675,0.0082675
177,16705.1,1.02581,0.464,1.09934,0.95649,0.9241,0.97292,0.6736,1.17274,0.47852,1.31881,0.0082576,0.0082576,0.0082576
178,16799,1.02637,0.46065,1.09867,0.95399,0.92604,0.97268,0.67351,1.17299,0.47838,1.31905,0.0082477,0.0082477,0.0082477
179,16893,1.02054,0.46252,1.10022,0.95543,0.9258,0.97273,0.67395,1.17261,0.47804,1.31896,0.0082378,0.0082378,0.0082378
180,16986.9,1.02777,0.46455,1.10412,0.95501,0.92592,0.97291,0.67392,1.17232,0.47793,1.31888,0.0082279,0.0082279,0.0082279
